,scientific_name,park_name,observations,category,common_names
15176,Etheostoma chlorobranchium,BNP,102,Fish,Greenfin Darter
15177,Etheostoma chlorobranchium,YeNP,256,Fish,Greenfin Darter
15178,Etheostoma chlorobranchium,YNP,162,Fish,Greenfin Darter
15179,Etheostoma chlorobranchium,GSMNP,54,Fish,Greenfin Darter
15180,Hydrophyllum canadense,YNP,107,Vascular Plant,"Blunt-Leaf Waterleaf, Canadian Waterleaf"
15181,Hydrophyllum canadense,YeNP,266,Vascular Plant,"Blunt-Leaf Waterleaf, Canadian Waterleaf"
15182,Hydrophyllum canadense,GSMNP,54,Vascular Plant,"Blunt-Leaf Waterleaf, Canadian Waterleaf"
15183,Hydrophyllum canadense,BNP,85,Vascular Plant,"Blunt-Leaf Waterleaf, Canadian Waterleaf"
15184,Lupinus arbustus,YeNP,240,Vascular Plant,"Longspur Lupine, Spurred Lupine"
15185,Lupinus arbustus,GSMNP,84,Vascular Plant,"Longspur Lupine, Spurred Lupine"
15186,Lupinus arbustus,BNP,98,Vascular Plant,"Longspur Lupine, Spurred Lupine"
15187,Lupinus arbustus,YNP,166,Vascular Plant,"Longspur Lupine, Spurred Lupine"
15188,Buglossoides arvensis,BNP,108,Vascular Plant,Corn Gromwell
15189,Buglossoides arvensis,YeNP,278,Vascular Plant,Corn Gromwell
15190,Buglossoides arvensis,GSMNP,79,Vascular Plant,Corn Gromwell
15191,Buglossoides arvensis,YNP,163,Vascular Plant,Corn Gromwell
15192,Anastrophyllum michauxii,BNP,93,Nonvascular Plant,Michaux's Anastrophyllum
15193,Anastrophyllum michauxii,YNP,139,Nonvascular Plant,Michaux's Anastrophyllum
15194,Anastrophyllum michauxii,YeNP,219,Nonvascular Plant,Michaux's Anastrophyllum
15195,Anastrophyllum michauxii,GSMNP,87,Nonvascular Plant,Michaux's Anastrophyllum
15196,Leptodontium flexifolium,YeNP,253,Nonvascular Plant,Pale-Margined Leptodontium
15197,Leptodontium flexifolium,YNP,171,Nonvascular Plant,Pale-Margined Leptodontium
15198,Leptodontium flexifolium,GSMNP,102,Nonvascular Plant,Pale-Margined Leptodontium
15199,Leptodontium flexifolium,BNP,71,Nonvascular Plant,Pale-Margined Leptodontium
15200,Aesculus californica,YNP,128,Vascular Plant,California Buckeye
15201,Aesculus californica,BNP,108,Vascular Plant,California Buckeye
15202,Aesculus californica,YeNP,246,Vascular Plant,California Buckeye
15203,Aesculus californica,GSMNP,89,Vascular Plant,California Buckeye
15204,Lessingia leptoclada,GSMNP,94,Vascular Plant,Sierra Lessingia
15205,Lessingia leptoclada,YNP,162,Vascular Plant,Sierra Lessingia
15206,Lessingia leptoclada,YeNP,217,Vascular Plant,Sierra Lessingia
15207,Lessingia leptoclada,BNP,109,Vascular Plant,Sierra Lessingia
15208,Dendroica cerulea,YeNP,255,Bird,Cerulean Warbler
15209,Dendroica cerulea,GSMNP,86,Bird,Cerulean Warbler
15210,Dendroica cerulea,YNP,163,Bird,Cerulean Warbler
15211,Dendroica cerulea,BNP,99,Bird,Cerulean Warbler
15212,Oncorhynchus clarki behnkei,YeNP,256,Fish,Finespotted Snake River Cutthroat Trout
15213,Oncorhynchus clarki behnkei,YNP,192,Fish,Finespotted Snake River Cutthroat Trout
15214,Oncorhynchus clarki behnkei,BNP,87,Fish,Finespotted Snake River Cutthroat Trout
15215,Oncorhynchus clarki behnkei,GSMNP,65,Fish,Finespotted Snake River Cutthroat Trout
15216,Graptemys ouachitensis,YNP,167,Reptile,Ouachita Map Turtle
15217,Graptemys ouachitensis,YeNP,262,Reptile,Ouachita Map Turtle
15218,Graptemys ouachitensis,BNP,109,Reptile,Ouachita Map Turtle
15219,Graptemys ouachitensis,GSMNP,83,Reptile,Ouachita Map Turtle
15220,Crotalaria purshii,YNP,170,Vascular Plant,"Pursh's Rattlebox, Rattlebox"
15221,Crotalaria purshii,GSMNP,84,Vascular Plant,"Pursh's Rattlebox, Rattlebox"
15222,Crotalaria purshii,BNP,123,Vascular Plant,"Pursh's Rattlebox, Rattlebox"
15223,Crotalaria purshii,YeNP,234,Vascular Plant,"Pursh's Rattlebox, Rattlebox"
15224,Pituophis catenifer sayi,BNP,90,Reptile,Bullsnake
15225,Pituophis catenifer sayi,YNP,120,Reptile,Bullsnake
15226,Pituophis catenifer sayi,YeNP,230,Reptile,Bullsnake
15227,Pituophis catenifer sayi,GSMNP,73,Reptile,Bullsnake
15228,Xerophyllum tenax,BNP,103,Vascular Plant,Common Beargrass
15229,Xerophyllum tenax,YeNP,244,Vascular Plant,Common Beargrass
15230,Xerophyllum tenax,GSMNP,64,Vascular Plant,Common Beargrass
15231,Xerophyllum tenax,YNP,178,Vascular Plant,Common Beargrass
15232,Ligusticum filicinum,BNP,51,Vascular Plant,"Fernleaf Licoriceroot, Fernleaf Licorice-Root"
15233,Ligusticum filicinum,YNP,150,Vascular Plant,"Fernleaf Licoriceroot, Fernleaf Licorice-Root"
15234,Ligusticum filicinum,YeNP,236,Vascular Plant,"Fernleaf Licoriceroot, Fernleaf Licorice-Root"
15235,Ligusticum filicinum,GSMNP,54,Vascular Plant,"Fernleaf Licoriceroot, Fernleaf Licorice-Root"
15236,Mimulus leptaleus,BNP,105,Vascular Plant,"Least Monkeyflower, Slender Monkeyflower"
15237,Mimulus leptaleus,YNP,168,Vascular Plant,"Least Monkeyflower, Slender Monkeyflower"
15238,Mimulus leptaleus,YeNP,201,Vascular Plant,"Least Monkeyflower, Slender Monkeyflower"
15239,Mimulus leptaleus,GSMNP,113,Vascular Plant,"Least Monkeyflower, Slender Monkeyflower"
15240,Teucrium canadense var. virginicum,YeNP,270,Vascular Plant,Wood-Sage
15241,Teucrium canadense var. virginicum,GSMNP,45,Vascular Plant,Wood-Sage
15242,Teucrium canadense var. virginicum,YNP,108,Vascular Plant,Wood-Sage
15243,Teucrium canadense var. virginicum,BNP,145,Vascular Plant,Wood-Sage
15244,Carex utriculata,YNP,176,Vascular Plant,Northwest Territory Sedge
15245,Carex utriculata,BNP,87,Vascular Plant,Northwest Territory Sedge
15246,Carex utriculata,GSMNP,49,Vascular Plant,Northwest Territory Sedge
15247,Carex utriculata,YeNP,237,Vascular Plant,Northwest Territory Sedge
15248,Lactuca floridana,YNP,148,Vascular Plant,"Woodland Blue Lettuce, Woodland Lettuce"
15249,Lactuca floridana,YeNP,266,Vascular Plant,"Woodland Blue Lettuce, Woodland Lettuce"
15250,Lactuca floridana,GSMNP,86,Vascular Plant,"Woodland Blue Lettuce, Woodland Lettuce"
15251,Lactuca floridana,BNP,96,Vascular Plant,"Woodland Blue Lettuce, Woodland Lettuce"
15252,Pteridium aquilinum var. pubescens,GSMNP,99,Vascular Plant,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern"
15253,Pteridium aquilinum var. pubescens,BNP,122,Vascular Plant,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern"
15254,Pteridium aquilinum var. pubescens,YNP,169,Vascular Plant,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern"
15255,Pteridium aquilinum var. pubescens,YeNP,221,Vascular Plant,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern"
15256,Luzula acuminata,YNP,145,Vascular Plant,Hairy Woodrush
15257,Luzula acuminata,BNP,106,Vascular Plant,Hairy Woodrush
15258,Luzula acuminata,YeNP,255,Vascular Plant,Hairy Woodrush
15259,Luzula acuminata,GSMNP,75,Vascular Plant,Hairy Woodrush
15260,Molothrus ater,GSMNP,57,Bird,Brown-Headed Cowbird
15261,Molothrus ater,YNP,133,Bird,Brown-Headed Cowbird
15262,Molothrus ater,YeNP,262,Bird,Brown-Headed Cowbird
15263,Molothrus ater,BNP,91,Bird,Brown-Headed Cowbird
15264,Setophaga ruticilla,YeNP,275,Bird,American Redstart
15265,Setophaga ruticilla,BNP,124,Bird,American Redstart
15266,Setophaga ruticilla,YNP,133,Bird,American Redstart
15267,Setophaga ruticilla,GSMNP,85,Bird,American Redstart
15268,Eragrostis curvula,GSMNP,68,Vascular Plant,"South African Lovegrass, Weeping Lovegrass"
15269,Eragrostis curvula,YNP,148,Vascular Plant,"South African Lovegrass, Weeping Lovegrass"
15270,Eragrostis curvula,BNP,142,Vascular Plant,"South African Lovegrass, Weeping Lovegrass"
15271,Eragrostis curvula,YeNP,235,Vascular Plant,"South African Lovegrass, Weeping Lovegrass"
15272,Salix candida,BNP,86,Vascular Plant,"Sage Willow, Sageleaf Willow"
15273,Salix candida,YeNP,242,Vascular Plant,"Sage Willow, Sageleaf Willow"
15274,Salix candida,YNP,157,Vascular Plant,"Sage Willow, Sageleaf Willow"
15275,Salix candida,GSMNP,57,Vascular Plant,"Sage Willow, Sageleaf Willow"
15276,Triphora trianthophora,YeNP,258,Vascular Plant,Nodding Pogonia
15277,Triphora trianthophora,YNP,180,Vascular Plant,Nodding Pogonia
15278,Triphora trianthophora,BNP,73,Vascular Plant,Nodding Pogonia
15279,Triphora trianthophora,GSMNP,47,Vascular Plant,Nodding Pogonia
15280,Marsilea vestita ssp. vestita,YeNP,262,Vascular Plant,"Hairy Pepperwort, Hairy Waterclover"
15281,Marsilea vestita ssp. vestita,YNP,141,Vascular Plant,"Hairy Pepperwort, Hairy Waterclover"
15282,Marsilea vestita ssp. vestita,BNP,88,Vascular Plant,"Hairy Pepperwort, Hairy Waterclover"
15283,Marsilea vestita ssp. vestita,GSMNP,84,Vascular Plant,"Hairy Pepperwort, Hairy Waterclover"
15284,Parastrellus hesperus,GSMNP,81,Mammal,Canyon Bat
15285,Parastrellus hesperus,BNP,93,Mammal,Canyon Bat
15286,Parastrellus hesperus,YNP,149,Mammal,Canyon Bat
15287,Parastrellus hesperus,YeNP,255,Mammal,Canyon Bat
15288,Senecio integerrimus var. exaltatus,BNP,97,Vascular Plant,"Columbia Groundsel, Columbia Ragwort"
15289,Senecio integerrimus var. exaltatus,YNP,122,Vascular Plant,"Columbia Groundsel, Columbia Ragwort"
15290,Senecio integerrimus var. exaltatus,GSMNP,64,Vascular Plant,"Columbia Groundsel, Columbia Ragwort"
15291,Senecio integerrimus var. exaltatus,YeNP,244,Vascular Plant,"Columbia Groundsel, Columbia Ragwort"
15292,Potamogeton nodosus,BNP,97,Vascular Plant,Longleaf Pondweed
15293,Potamogeton nodosus,BNP,97,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15294,Potamogeton nodosus,YeNP,200,Vascular Plant,Longleaf Pondweed
15295,Potamogeton nodosus,YeNP,200,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15296,Potamogeton nodosus,YNP,155,Vascular Plant,Longleaf Pondweed
15297,Potamogeton nodosus,YNP,155,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15298,Potamogeton nodosus,GSMNP,79,Vascular Plant,Longleaf Pondweed
15299,Potamogeton nodosus,GSMNP,79,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15300,Potamogeton nodosus,BNP,91,Vascular Plant,Longleaf Pondweed
15301,Potamogeton nodosus,BNP,91,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15302,Potamogeton nodosus,GSMNP,101,Vascular Plant,Longleaf Pondweed
15303,Potamogeton nodosus,GSMNP,101,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15304,Potamogeton nodosus,YNP,167,Vascular Plant,Longleaf Pondweed
15305,Potamogeton nodosus,YNP,167,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15306,Potamogeton nodosus,YeNP,234,Vascular Plant,Longleaf Pondweed
15307,Potamogeton nodosus,YeNP,234,Vascular Plant,"Longleaf Pondweed, Long-Leaf Pondweed"
15308,Tringa flavipes,YeNP,229,Bird,Lesser Yellowlegs
15309,Tringa flavipes,YNP,128,Bird,Lesser Yellowlegs
15310,Tringa flavipes,BNP,102,Bird,Lesser Yellowlegs
15311,Tringa flavipes,GSMNP,75,Bird,Lesser Yellowlegs
15312,Navarretia intertexta ssp. intertexta,GSMNP,56,Vascular Plant,Needleleaf Navarretia
15313,Navarretia intertexta ssp. intertexta,YeNP,291,Vascular Plant,Needleleaf Navarretia
15314,Navarretia intertexta ssp. intertexta,YNP,194,Vascular Plant,Needleleaf Navarretia
15315,Navarretia intertexta ssp. intertexta,BNP,95,Vascular Plant,Needleleaf Navarretia
15316,Eurycea bislineata,YeNP,238,Amphibian,"Northern Two-Lined Salamander, Two-Lined Salamander"
15317,Eurycea bislineata,GSMNP,115,Amphibian,"Northern Two-Lined Salamander, Two-Lined Salamander"
15318,Eurycea bislineata,BNP,73,Amphibian,"Northern Two-Lined Salamander, Two-Lined Salamander"
15319,Eurycea bislineata,YNP,158,Amphibian,"Northern Two-Lined Salamander, Two-Lined Salamander"
15320,Rissa tridactyla,BNP,100,Bird,Black-Legged Kittiwake
15321,Rissa tridactyla,GSMNP,93,Bird,Black-Legged Kittiwake
15322,Rissa tridactyla,YeNP,294,Bird,Black-Legged Kittiwake
15323,Rissa tridactyla,YNP,133,Bird,Black-Legged Kittiwake
15324,Calochortus invenustus,GSMNP,70,Vascular Plant,Plain Mariposa Lily
15325,Calochortus invenustus,YeNP,222,Vascular Plant,Plain Mariposa Lily
15326,Calochortus invenustus,YNP,161,Vascular Plant,Plain Mariposa Lily
15327,Calochortus invenustus,BNP,91,Vascular Plant,Plain Mariposa Lily
15328,Calochortus leichtlinii,GSMNP,67,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa"
15329,Calochortus leichtlinii,BNP,117,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa"
15330,Calochortus leichtlinii,YNP,146,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa"
15331,Calochortus leichtlinii,YeNP,220,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa"
15332,Vaccinium fuscatum,BNP,109,Vascular Plant,Black Highbush Blueberry
15333,Vaccinium fuscatum,YeNP,237,Vascular Plant,Black Highbush Blueberry
15334,Vaccinium fuscatum,YNP,123,Vascular Plant,Black Highbush Blueberry
15335,Vaccinium fuscatum,GSMNP,51,Vascular Plant,Black Highbush Blueberry
15336,Chen caerulescens,BNP,100,Bird,Snow Goose
15337,Chen caerulescens,BNP,100,Bird,"Blue Goose, Snow Goose"
15338,Chen caerulescens,GSMNP,71,Bird,Snow Goose
15339,Chen caerulescens,GSMNP,71,Bird,"Blue Goose, Snow Goose"
15340,Chen caerulescens,BNP,112,Bird,Snow Goose
15341,Chen caerulescens,BNP,112,Bird,"Blue Goose, Snow Goose"
15342,Chen caerulescens,YeNP,248,Bird,Snow Goose
15343,Chen caerulescens,YeNP,248,Bird,"Blue Goose, Snow Goose"
15344,Chen caerulescens,YNP,164,Bird,Snow Goose
15345,Chen caerulescens,YNP,164,Bird,"Blue Goose, Snow Goose"
15346,Chen caerulescens,GSMNP,50,Bird,Snow Goose
15347,Chen caerulescens,GSMNP,50,Bird,"Blue Goose, Snow Goose"
15348,Chen caerulescens,YeNP,268,Bird,Snow Goose
15349,Chen caerulescens,YeNP,268,Bird,"Blue Goose, Snow Goose"
15350,Chen caerulescens,YNP,193,Bird,Snow Goose
15351,Chen caerulescens,YNP,193,Bird,"Blue Goose, Snow Goose"
15352,Phaseolus polystachios,YeNP,230,Vascular Plant,Wild Bean
15353,Phaseolus polystachios,BNP,106,Vascular Plant,Wild Bean
15354,Phaseolus polystachios,YNP,168,Vascular Plant,Wild Bean
15355,Phaseolus polystachios,GSMNP,81,Vascular Plant,Wild Bean
15356,Clarkia modesta,BNP,88,Vascular Plant,Waltham Creek Clarkia
15357,Clarkia modesta,GSMNP,55,Vascular Plant,Waltham Creek Clarkia
15358,Clarkia modesta,YNP,153,Vascular Plant,Waltham Creek Clarkia
15359,Clarkia modesta,YeNP,274,Vascular Plant,Waltham Creek Clarkia
15360,Castanea dentata,YeNP,260,Vascular Plant,American Chestnut
15361,Castanea dentata,YNP,141,Vascular Plant,American Chestnut
15362,Castanea dentata,BNP,105,Vascular Plant,American Chestnut
15363,Castanea dentata,GSMNP,66,Vascular Plant,American Chestnut
15364,Tetradymia canescens,YeNP,252,Vascular Plant,"Gray Horsebrush, Spineless Horsebrush"
15365,Tetradymia canescens,GSMNP,80,Vascular Plant,"Gray Horsebrush, Spineless Horsebrush"
15366,Tetradymia canescens,YNP,188,Vascular Plant,"Gray Horsebrush, Spineless Horsebrush"
15367,Tetradymia canescens,BNP,65,Vascular Plant,"Gray Horsebrush, Spineless Horsebrush"
15368,Glyceria grandis,BNP,121,Vascular Plant,"American Mannagrass, Manna Grass"
15369,Glyceria grandis,YeNP,271,Vascular Plant,"American Mannagrass, Manna Grass"
15370,Glyceria grandis,YNP,149,Vascular Plant,"American Mannagrass, Manna Grass"
15371,Glyceria grandis,GSMNP,85,Vascular Plant,"American Mannagrass, Manna Grass"
15372,Branta hutchinsii,BNP,108,Bird,Cackling Goose
15373,Branta hutchinsii,YeNP,297,Bird,Cackling Goose
15374,Branta hutchinsii,GSMNP,139,Bird,Cackling Goose
15375,Branta hutchinsii,YNP,191,Bird,Cackling Goose
15376,Artemisia michauxiana,GSMNP,121,Vascular Plant,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood"
15377,Artemisia michauxiana,YNP,150,Vascular Plant,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood"
15378,Artemisia michauxiana,YeNP,270,Vascular Plant,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood"
15379,Artemisia michauxiana,BNP,116,Vascular Plant,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood"
15380,Lupinus latifolius,YeNP,261,Vascular Plant,"Broadleaf Lupine, Broad-Leaf Lupine"
15381,Lupinus latifolius,YNP,152,Vascular Plant,"Broadleaf Lupine, Broad-Leaf Lupine"
15382,Lupinus latifolius,BNP,129,Vascular Plant,"Broadleaf Lupine, Broad-Leaf Lupine"
15383,Lupinus latifolius,GSMNP,71,Vascular Plant,"Broadleaf Lupine, Broad-Leaf Lupine"
15384,Astragalus purshii var. lectulus,BNP,111,Vascular Plant,"Sierran Milkvetch, Woollypod Milkvetch"
15385,Astragalus purshii var. lectulus,YeNP,238,Vascular Plant,"Sierran Milkvetch, Woollypod Milkvetch"
15386,Astragalus purshii var. lectulus,GSMNP,44,Vascular Plant,"Sierran Milkvetch, Woollypod Milkvetch"
15387,Astragalus purshii var. lectulus,YNP,149,Vascular Plant,"Sierran Milkvetch, Woollypod Milkvetch"
15388,Glaux maritima,YeNP,215,Vascular Plant,Sea-Milkwort
15389,Glaux maritima,YNP,116,Vascular Plant,Sea-Milkwort
15390,Glaux maritima,GSMNP,34,Vascular Plant,Sea-Milkwort
15391,Glaux maritima,BNP,98,Vascular Plant,Sea-Milkwort
15392,Maianthemum canadense,YeNP,266,Vascular Plant,Canada Mayflower
15393,Maianthemum canadense,YNP,161,Vascular Plant,Canada Mayflower
15394,Maianthemum canadense,BNP,109,Vascular Plant,Canada Mayflower
15395,Maianthemum canadense,GSMNP,94,Vascular Plant,Canada Mayflower
15396,Rhododendron,BNP,98,Vascular Plant,"Azaleas, Rhododendron"
15397,Rhododendron,YNP,166,Vascular Plant,"Azaleas, Rhododendron"
15398,Rhododendron,YeNP,266,Vascular Plant,"Azaleas, Rhododendron"
15399,Rhododendron,GSMNP,85,Vascular Plant,"Azaleas, Rhododendron"
15400,Ludwigia palustris,BNP,102,Vascular Plant,Water Purslane
15401,Ludwigia palustris,BNP,102,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15402,Ludwigia palustris,GSMNP,85,Vascular Plant,Water Purslane
15403,Ludwigia palustris,GSMNP,85,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15404,Ludwigia palustris,YNP,157,Vascular Plant,Water Purslane
15405,Ludwigia palustris,YNP,157,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15406,Ludwigia palustris,YNP,155,Vascular Plant,Water Purslane
15407,Ludwigia palustris,YNP,155,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15408,Ludwigia palustris,GSMNP,83,Vascular Plant,Water Purslane
15409,Ludwigia palustris,GSMNP,83,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15410,Ludwigia palustris,BNP,57,Vascular Plant,Water Purslane
15411,Ludwigia palustris,BNP,57,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15412,Ludwigia palustris,YeNP,260,Vascular Plant,Water Purslane
15413,Ludwigia palustris,YeNP,260,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15414,Ludwigia palustris,YeNP,310,Vascular Plant,Water Purslane
15415,Ludwigia palustris,YeNP,310,Vascular Plant,"Marsh Primrose-Willow, Marsh Seedbox"
15416,Brassica napus,BNP,88,Vascular Plant,Rape
15417,Brassica napus,YeNP,270,Vascular Plant,Rape
15418,Brassica napus,GSMNP,83,Vascular Plant,Rape
15419,Brassica napus,YNP,123,Vascular Plant,Rape
15420,Gallinago delicata,YeNP,218,Bird,Wilson's Snipe
15421,Gallinago delicata,YNP,117,Bird,Wilson's Snipe
15422,Gallinago delicata,BNP,78,Bird,Wilson's Snipe
15423,Gallinago delicata,GSMNP,91,Bird,Wilson's Snipe
15424,Houstonia purpurea var. calycosa,YeNP,270,Vascular Plant,Venus' Pride
15425,Houstonia purpurea var. calycosa,BNP,109,Vascular Plant,Venus' Pride
15426,Houstonia purpurea var. calycosa,YNP,162,Vascular Plant,Venus' Pride
15427,Houstonia purpurea var. calycosa,GSMNP,93,Vascular Plant,Venus' Pride
15428,Solidago multiradiata var. scopulorum,YNP,147,Vascular Plant,"Manyray Goldenrod, Rocky Mountain Goldenrod"
15429,Solidago multiradiata var. scopulorum,GSMNP,97,Vascular Plant,"Manyray Goldenrod, Rocky Mountain Goldenrod"
15430,Solidago multiradiata var. scopulorum,YeNP,251,Vascular Plant,"Manyray Goldenrod, Rocky Mountain Goldenrod"
15431,Solidago multiradiata var. scopulorum,BNP,96,Vascular Plant,"Manyray Goldenrod, Rocky Mountain Goldenrod"
15432,Triteleia dudleyi,YNP,144,Vascular Plant,Dudley's Triteleia
15433,Triteleia dudleyi,BNP,112,Vascular Plant,Dudley's Triteleia
15434,Triteleia dudleyi,GSMNP,37,Vascular Plant,Dudley's Triteleia
15435,Triteleia dudleyi,YeNP,250,Vascular Plant,Dudley's Triteleia
15436,Erigeron caespitosus,GSMNP,99,Vascular Plant,Tufted Fleabane
15437,Erigeron caespitosus,YNP,141,Vascular Plant,Tufted Fleabane
15438,Erigeron caespitosus,BNP,93,Vascular Plant,Tufted Fleabane
15439,Erigeron caespitosus,YeNP,246,Vascular Plant,Tufted Fleabane
15440,Melanitta perspicillata,YeNP,290,Bird,Surf Scoter
15441,Melanitta perspicillata,YNP,191,Bird,Surf Scoter
15442,Melanitta perspicillata,GSMNP,76,Bird,Surf Scoter
15443,Melanitta perspicillata,BNP,132,Bird,Surf Scoter
15444,Ardea herodias,BNP,100,Bird,Great Blue Heron
15445,Ardea herodias,YeNP,199,Bird,Great Blue Heron
15446,Ardea herodias,GSMNP,92,Bird,Great Blue Heron
15447,Ardea herodias,YNP,161,Bird,Great Blue Heron
15448,Spiraea japonica,YeNP,247,Vascular Plant,Japanese Spiraea
15449,Spiraea japonica,BNP,94,Vascular Plant,Japanese Spiraea
15450,Spiraea japonica,YNP,142,Vascular Plant,Japanese Spiraea
15451,Spiraea japonica,GSMNP,74,Vascular Plant,Japanese Spiraea
15452,Aronia arbutifolia,YNP,172,Vascular Plant,"Hairy Chokeberry, Red Chokeberry"
15453,Aronia arbutifolia,YeNP,225,Vascular Plant,"Hairy Chokeberry, Red Chokeberry"
15454,Aronia arbutifolia,BNP,110,Vascular Plant,"Hairy Chokeberry, Red Chokeberry"
15455,Aronia arbutifolia,GSMNP,59,Vascular Plant,"Hairy Chokeberry, Red Chokeberry"
15456,Luzula multiflora,YeNP,244,Vascular Plant,"Common Woodrush, Wood-Rush"
15457,Luzula multiflora,YeNP,244,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15458,Luzula multiflora,BNP,83,Vascular Plant,"Common Woodrush, Wood-Rush"
15459,Luzula multiflora,BNP,83,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15460,Luzula multiflora,GSMNP,57,Vascular Plant,"Common Woodrush, Wood-Rush"
15461,Luzula multiflora,GSMNP,57,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15462,Luzula multiflora,YNP,171,Vascular Plant,"Common Woodrush, Wood-Rush"
15463,Luzula multiflora,YNP,171,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15464,Luzula multiflora,YNP,152,Vascular Plant,"Common Woodrush, Wood-Rush"
15465,Luzula multiflora,YNP,152,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15466,Luzula multiflora,BNP,109,Vascular Plant,"Common Woodrush, Wood-Rush"
15467,Luzula multiflora,BNP,109,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15468,Luzula multiflora,YeNP,252,Vascular Plant,"Common Woodrush, Wood-Rush"
15469,Luzula multiflora,YeNP,252,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15470,Luzula multiflora,GSMNP,92,Vascular Plant,"Common Woodrush, Wood-Rush"
15471,Luzula multiflora,GSMNP,92,Vascular Plant,"Common Woodrush, Common Wood-Rush"
15472,Senecio lugens,GSMNP,82,Vascular Plant,Small Blacktip Ragwort
15473,Senecio lugens,YNP,114,Vascular Plant,Small Blacktip Ragwort
15474,Senecio lugens,YeNP,269,Vascular Plant,Small Blacktip Ragwort
15475,Senecio lugens,BNP,77,Vascular Plant,Small Blacktip Ragwort
15476,Megascops asio,YeNP,268,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15477,Megascops asio,YeNP,268,Bird,Eastern Screech-Owl
15478,Megascops asio,BNP,71,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15479,Megascops asio,BNP,71,Bird,Eastern Screech-Owl
15480,Megascops asio,GSMNP,44,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15481,Megascops asio,GSMNP,44,Bird,Eastern Screech-Owl
15482,Megascops asio,YeNP,248,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15483,Megascops asio,YeNP,248,Bird,Eastern Screech-Owl
15484,Megascops asio,YNP,148,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15485,Megascops asio,YNP,148,Bird,Eastern Screech-Owl
15486,Megascops asio,BNP,121,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15487,Megascops asio,BNP,121,Bird,Eastern Screech-Owl
15488,Megascops asio,YNP,158,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15489,Megascops asio,YNP,158,Bird,Eastern Screech-Owl
15490,Megascops asio,GSMNP,97,Bird,"Eastern Screech Owl, Eastern Screech-Owl"
15491,Megascops asio,GSMNP,97,Bird,Eastern Screech-Owl
15492,Viola sororia,GSMNP,86,Vascular Plant,Woolly Blue Violet
15493,Viola sororia,BNP,97,Vascular Plant,Woolly Blue Violet
15494,Viola sororia,YNP,129,Vascular Plant,Woolly Blue Violet
15495,Viola sororia,YeNP,242,Vascular Plant,Woolly Blue Violet
15496,Empidonax occidentalis,GSMNP,42,Bird,Cordilleran Flycatcher
15497,Empidonax occidentalis,YeNP,237,Bird,Cordilleran Flycatcher
15498,Empidonax occidentalis,YNP,135,Bird,Cordilleran Flycatcher
15499,Empidonax occidentalis,BNP,128,Bird,Cordilleran Flycatcher
15500,Carex lasiocarpa,BNP,95,Vascular Plant,"Woollyfruit Sedge, Woolly-Fruit Sedge"
15501,Carex lasiocarpa,GSMNP,54,Vascular Plant,"Woollyfruit Sedge, Woolly-Fruit Sedge"
